,/g/11hy9m64ws,/g/11j30ybfx6,/g/11q4gh4b8f,/m/0b7k33,/m/0cycc,9mm,Naloxone,bronchiolitis,drug overdose,heat exhaustion,heat stroke,influenza,narcan,nirsevimab,overdose,rsv,shotgun
US-IN-527,80.96495762641484,30.8512221818531,0.8174214333041498,38.522404426602385,3178.2257375341924,1145.8715218417417,51.687294024839076,33.29057480956653,53.317696556758364,48.05905757261098,71.69603829214681,357.42440986020034,82.45156506886616,0.5858794844648287,680.6934916486454,411.1829853297317,1345.2595077283395
US-FL-528,57.46819096338066,20.15851722382591,0.8319872846108799,17.20954503781436,2550.4583109666496,769.9931161873692,32.30040193039727,28.33833886255611,34.27049912097705,34.390360666870514,62.66935476433459,304.09385471273185,46.614264731296096,0.7177337549089021,464.8861460646585,213.37838190429036,732.8268126055941
US-KY-529,103.46251680227302,30.70011414806481,0.8071252457295093,34.992671709873115,3445.9411402344367,1322.2143231243047,51.7366339483301,31.03723554146864,50.45524436587713,52.075097610717854,79.17759164545625,227.46554747966178,84.41845281337874,0.10406857165745484,679.275940332652,518.2032799955145,1572.1867298779455
US-GA-530,85.71347689672179,25.861198192556422,0.26294812384396826,22.79334240143844,3242.5560874209395,1064.5809862679316,37.523364993792526,20.67518392415043,34.62971740643339,47.33734052881279,70.07025246792523,301.76580734160973,60.14858580832716,0.729319348461237,585.3907271349632,362.89449506056013,1440.6900173267497
US-VA-531,120.32745031182456,35.13367807876349,0.028830944821921514,43.87261976463113,3690.1527334475045,1736.341729812732,86.8496823973849,25.3448182789682,45.4157062597811,39.77255819654941,71.95994871036623,206.3072033549998,89.83754449553926,0.8357097125685504,732.3815914459238,592.2098122818617,2105.261637226425
US-NY-532,104.59786360098954,40.98672752394141,0.20330817514952093,36.644347535556385,3345.419186822387,477.8571141074269,53.152654571580804,26.746227106085843,49.12106562545138,41.76421255998918,67.43391381931083,261.2115012682196,91.06232527363092,0.08175522911162596,664.1594713409158,413.16427003432227,1214.3911509913755
US-CT-533,106.30181439375308,40.710917670534435,1.4549295532583555,31.064050817942732,3409.143814172952,576.7777404577275,48.271515436547546,32.35828824270088,49.26907591452203,40.122309184717565,65.03383055192823,280.5416378942688,84.1511344177373,1.2922222784254176,642.2868218911165,391.89368955145824,919.0756362636807
US-FL-534,76.16677003004901,26.5727152059208,0.5759877072650164,23.403374994590752,2808.9137216161994,1016.8304216690619,32.03719999939436,24.92017387258164,42.96455543123348,65.03563106843909,94.53924546367341,241.92252019694405,59.62162481783277,0.353428756172557,560.8697378530313,309.51897242480595,1037.8452429826223
US-OH-535,74.23024588917691,34.62956879181524,0.738674758607232,32.91083668879464,3135.7662276259293,996.9415808461988,55.034365880744325,36.591064545879476,50.702366174282496,44.85126241317323,62.879812398140004,330.55276816462657,82.38533368529224,0.6112505511534385,655.2139068938208,364.92408750766083,1233.2586607849676
US-PA-536,86.13582519604685,30.70934412185367,0.45789628166833907,38.21396954325521,3106.2089104225993,1192.0632077842097,42.339386855340315,18.05386295338948,48.034482221659204,29.486848491364263,53.169259596683105,317.4686976979656,88.54710746161473,0.7356900695368503,731.5503808296556,378.04742403940713,1515.3589997201927
US-ME-537,101.70165340568009,39.62634394891808,1.100547905125632,29.575910301826006,3704.8213948489756,963.1639983632823,58.00085231682561,11.210465299219155,49.41576723643439,36.37129071117874,67.09909312584506,627.5373450043329,108.33868804324824,0.41413799381057054,732.1883183932209,455.3225017601881,1512.881710109229
US-NY-538,111.79381911495533,44.65233123243719,0.8723250065891798,31.25457179739396,3355.466511559814,466.01026191741954,47.63488350631967,27.186516020805488,44.301103960054235,32.89293724707275,60.9283666365569,293.2734252785269,90.31562797156803,0.5960120244682975,636.5581222388694,477.9943713277756,1243.2024928229725
US-FL-539,82.49475272622215,29.36630123624676,0.707422588396237,27.706386831902414,2858.1419228620166,1044.5648262206678,36.01264417721052,26.562305834957744,44.97493602327134,56.85006435497905,86.57186196309742,243.70340984300054,61.24333567586629,0.646275182950001,586.2430560351179,337.41464751631986,1078.1127491443376
US-MI-540,91.46191174218566,37.01990670669396,2.0274624755351565,37.26681444045667,3242.0723850841296,1014.1453956544775,41.41083824813937,14.1574385219676,36.27629145415181,39.36798484797847,62.902780269836654,495.70869230519,68.14328550769984,1.3812258922861758,662.9055733427615,388.26453511521316,1669.1099030783384
US-KY-541,115.54745809442086,36.27044423448513,0.374992617219764,37.718384734876246,3819.7468150486984,1377.9978286683618,70.26091088856094,28.472919867479966,56.14322872701039,45.5692495342594,70.25006736427198,292.37786492865854,105.46574409440727,0.128304244339433,727.7357379763334,561.6237415512667,1769.6374857407811
US-OH-542,102.13638352012089,30.841745491681642,0.08595384892337328,36.14502464185236,3223.119554102471,1248.504292314401,41.81998584245837,31.251256505252083,56.92637130410689,46.63410243306749,67.11449357318399,351.1779726941324,91.331805602364,0.1945892996839337,688.3187958282817,454.0726771466563,1397.4641623407788
US-MA-543,119.3510064209459,38.296559530283645,0.32867620741639225,29.584262645537194,3420.057573746989,495.6320847968512,45.663109471034026,26.066301724857762,40.110153940446494,32.7070595569691,63.13327363822775,293.0023732653657,99.40307485784595,0.06835605945646658,682.9564376082724,429.3259232572548,888.6402142435786
US-VA-544,80.7392716017788,31.25431418137798,0.17212895086465635,27.88019277110409,2974.755193147056,1152.677207316977,34.84744288634796,28.835436736750758,42.22668816349798,61.00385047968532,81.81208043911498,224.86733119819,66.20213441667184,0.04616472704318737,588.6933297553531,359.86308770439854,1367.7813322428906
US-NC-545,112.23508782388502,31.59902678949204,1.3955632223686623,31.357829716275525,3127.8593745128724,1378.8337752472514,40.64013126186218,24.602468583314558,39.32675943823098,53.769162742157945,76.55021037356448,231.82790869401413,77.33712376379391,0.3502563101646315,650.1075917402451,445.2401597038491,1876.035835942013
US-SC-546,111.57490110391778,30.226865950063566,0.08120447772154378,23.30419337494628,3270.3186226372136,1176.9758284779869,39.104429480880704,22.713850993329064,35.92181595478325,50.8115261426255,72.8443612394095,236.50599448621134,70.01455078440817,0.022451623094984708,569.3804608583835,443.4529590552071,1524.741976305667
US-OH-547,93.45624999735526,30.94905050295815,0.23193367723098682,36.50440220268963,3171.842929750474,1112.1894440800654,46.837491826509655,33.22374699339148,47.02743523760446,47.60798292645919,61.56081760735754,485.19510827786297,86.13897368997739,0.2217035083929755,666.1628903161642,417.22470680345765,1395.499210112558
US-FL-548,73.33521196352616,32.506968690751165,0.4293089540493068,20.28973024108665,2720.5396331055695,898.6025949813668,36.169848608211,19.282304034608572,41.63879614909394,40.6963591776858,64.88518920065401,230.15006663899962,58.92841392717114,0.13871869576833248,540.6625287799249,276.0792019455328,905.1624914644586
US-NY-549,103.61201535969022,33.89549205583282,1.1905721843711596,36.98040787078672,3191.477812894273,489.0685637803196,36.416427633522126,24.63795710499073,26.08847731190512,26.583371583211267,53.66884882804419,226.9408025117559,86.69577487420135,0.23732192805716062,661.0467270616339,446.4041909011702,1540.557620215952
US-NC-550,112.54014226962381,41.59643878307057,0.07216929783012108,29.807002073433594,3194.379956793445,1086.7196535256944,53.90203182120479,14.025077552336521,34.86923702867992,53.9211919190514,74.38162512466528,209.7673247232131,72.42509684704072,0.7785262641326343,621.5643340900166,440.86474412934547,1591.9605285634952
US-MI-551,90.66340792332574,33.430218541146104,0.055321720813257806,34.632726341267905,3365.0181047990354,879.9586210289223,42.65637644801863,23.528884429487587,38.38808942642197,37.32813518079406,57.08326103077461,567.0956604941086,76.77948137961039,0.8168907373253056,652.6936905654684,434.7161323591474,1270.2257782658417
US-ME-552,101.1351765774111,36.78877695474471,0.932168613536998,28.0829104973158,3207.7579822967714,956.1696243731877,17.224725151300866,13.34313477530958,7.142246997618867,8.894581262183754,20.890408757083286,496.11847233180725,62.795574372503104,4.833123923263185,613.2536659718072,389.41599662592563,1609.2947005884398
US-MI-553,101.73170132903647,33.29404461179104,1.0316496598494318,32.14778016150642,3431.140085801573,958.670373639845,50.058553113236115,6.288830360020612,23.5384632919546,28.649346190406995,65.53920877937826,673.5462775760512,65.74165926445895,0.28234054998679375,728.5359718698919,450.40638187845116,1765.1592484272305
US-WV-554,135.322130616888,38.07720152636027,1.8269855979654939,48.238952680101924,3196.541857118653,1291.9033532883004,52.5530403129675,18.545325289183847,47.75749722124427,36.66134401398374,59.46111516293606,246.09802488300636,99.76880188408497,6.901530762741154,684.131270544283,552.6197289662043,1811.9186624062495
US-NY-555,104.79578129656566,38.557304108104596,0.5274843614148579,35.398577300686654,3572.052678965837,416.8389043243159,43.88271864575599,28.005802571302016,46.44001353277013,34.93624631418873,61.99935992620797,304.35725801973445,87.43278974516832,0.29007028609112967,671.9524431710404,433.2544511890454,1228.623159809484
US-VA-556,87.0374231779637,36.4016198602999,0.4281968717083199,26.97221177268023,3364.605679569583,992.0172372503764,50.20145880932409,29.02466140469349,42.57354606063594,49.477842229248324,72.7956059451901,256.74886493080595,71.13307695337232,0.24325188324375996,587.8157108556233,421.97093198761195,1310.8769429994986
US-TN-557,98.09699695118424,32.46366905583896,0.23808128918507004,32.19023923305569,3579.4036290427407,1484.5423152331189,55.068866921423215,24.33985784425616,43.36143943878509,53.5572603250233,72.13878103973491,237.4861641144851,82.84496013734523,0.3481655904983249,668.2917158648249,490.59876046655154,1774.9937608044952
US-OH-558,80.21771968300227,22.020267537889175,3.1105919856306317,16.65393661473004,3012.642239124644,1378.890036882728,20.316969290863156,6.346351251885116,15.664349758671221,19.516217523747798,33.66060830587086,513.0423320154547,69.3005198574354,0.38487518483138244,579.0700810460539,359.9109716388262,1681.0518040981065
US-WV-559,143.81716788591578,27.999976506335123,0.06743396389688039,40.08186943150476,3596.9679148076684,1605.2524203881003,76.05467528869255,19.612302419323257,56.92968553199684,27.763186410222726,57.079237958952454,159.82534516358274,132.3061699352174,0.2522301852658588,688.467734648907,548.4002050661923,2027.7491818877982
US-NC-560,101.01333250747714,35.48914252992405,1.060757370594944,28.66007921432103,3371.049483491081,1036.4254087324525,46.82384326024721,32.41215170805358,42.32272187488839,53.614830997854014,75.54162985814926,299.4997419433105,63.24414531927725,0.819951767705058,573.0974189024979,425.4885224728399,1381.419665799243
US-GA-561,88.28847267302233,28.43594370402283,0.58078927053341,24.975095031325775,2852.202092124438,1168.6561958785444,39.07113631630724,26.221531486930676,42.854349230192845,52.194118520415465,76.88101474861617,232.08078136414304,63.86538899448134,0.2517086275818675,582.5911812219734,374.5127603679099,1310.317099783264
US-MI-563,82.92138826208453,31.800515258199397,0.37031948796371483,38.645508034846145,3113.7722665802,982.6548783864783,37.11831398009715,28.64697587465899,40.71240043146912,45.04695194901843,70.87804070997679,477.91840502983746,66.04888736753091,0.21796781858581452,628.8687141202655,404.7675320448319,1416.370969736391
US-WV-564,118.25704768588422,38.29350584096351,0.47199881506607305,42.21083861907125,3856.440573754496,1574.7324400460525,89.38307043316014,36.23180679742202,67.34530269363567,52.064678547016165,78.39792495846343,284.0647750585192,134.46406238972483,0.7200088477691677,858.487816071206,602.0232950096693,1969.7431067287746
US-PA-565,147.6167228717238,37.61148416854857,7.682013306080822,29.95200543758304,3197.671745568096,674.2344737143242,29.577628818072025,10.597333093509986,31.995579682615663,24.27632665930928,43.590100360468384,237.29761712150633,80.75881960001716,5.1587009082173525,620.4015519825099,481.15700598230643,1522.5089497477682
US-PA-566,102.30381449505961,35.755600822839284,0.17683183506463873,31.57596364165348,3270.2441571022487,986.6822075594582,47.869704319391246,28.920221151294975,54.03393981805339,48.94967605525697,67.09964920202529,278.4870099797654,74.82500492981441,0.26701256408066126,657.2180144923134,436.9160950359006,1364.2422446455716
US-SC-567,119.36269128362554,34.3009501025505,0.5742373081812996,28.33153860382193,3416.3309851681133,1322.9912654290567,41.09212593600387,20.798753422429073,39.194518380666324,43.0390433964075,72.10840439010548,218.54525606613504,72.07127456645469,0.2721158685267995,602.9443583579219,483.7635437241656,1660.030711416611
US-WV-569,113.5943249010931,30.700808502079656,1.1229549072018188,31.720431173265613,3522.566719073778,959.7137139669505,31.720198329724187,7.614920428493086,29.335853655829,27.161076339798004,50.223427906077156,253.95607549822313,64.93988594693502,1.9353671683848213,664.661667426195,406.0238685065633,1467.4850605434112
US-SC-570,101.43346879374376,29.424085321268702,0.06012620215077317,25.505296637658944,2927.581559855176,1166.1621186611744,35.40283180442565,18.67834716557668,38.304475206373716,52.025972113076605,80.49971046171504,160.7834967550775,67.40125093294444,0.6118033085979299,543.953492420208,362.7734572915503,1550.119505416425
US-FL-571,78.59523610197195,34.013614402346604,0.036023471363269825,20.15983653404719,2880.33508184,979.2830867836986,28.858645616039556,17.402732272550114,37.12618833707369,46.73718028945483,79.21911080483349,248.9788443728145,53.460704843193845,0.10254902798202982,527.1378490577056,310.10502430778746,994.269793053672
US-VA-573,123.16740044984616,35.996788917145544,0.11051818419582164,31.694914769672696,3477.047352286245,1206.8090021104626,44.41590485213702,23.21334502064152,36.10373034314729,43.69265353763287,65.47404453310658,267.10126384354004,80.94080990258675,0.16903508371623263,652.4533785590369,458.6588220681628,1573.3748980105606
US-PA-574,94.60109006069993,30.773603364037957,0.6465442976079336,39.49827072791608,3371.421294423029,1028.0691312314689,48.434279126688224,23.06308854447009,52.11971388956448,39.85523346055407,55.75625305710109,321.0541531650545,86.69331121339864,0.1544791979277158,734.4025798818359,409.5813675550305,1594.9536736805933
US-TN-575,108.07371661703112,28.70008064545704,0.38568617120079124,32.33008573975954,3465.1116044563587,1461.8490246575686,41.108926198191966,23.78247504553627,34.685205720483026,46.041169334011244,77.3639022633679,198.17346747607553,75.18552789761324,0.09081000630762481,632.1385286066301,447.73851960719475,1786.0076756396109
US-MD-576,110.00691581471973,40.80036391689511,0.09418934287403913,27.20950655243272,3097.98173460315,701.5357705844677,40.962702074973656,13.920627422191089,40.431015747038394,47.22713626971824,70.20954443770142,189.2286818790731,72.72457564233588,0.09615044055560042,614.3911558600353,417.74061750975767,1336.765626134161
US-PA-577,103.9400883501672,34.75105925683589,0.7035128800891138,37.402020694163205,3280.908758560166,1105.306521037035,50.31973286173965,24.68256654701579,51.89779020767212,43.3498251870967,65.83954857018414,320.49977668726007,83.88817427429906,0.11611959720216385,733.3785684623783,468.9775465937418,1547.8737553702827
US-IN-581,105.93712661614302,27.69342350447041,0.11430103876904142,30.06073561623726,3115.8655302036796,1355.2573934594016,38.48560958548267,14.626109103287547,31.903834454355867,50.205162024258456,77.89584232418102,436.2452826886039,70.23056051475571,0.1651078112124833,678.194099476403,477.1607932098231,2100.6774458018867
US-IN-582,59.988961438075485,21.01541059657886,0.0,14.512131647960581,3282.481588563805,696.8502777874284,48.84418621555248,3.7452962375821857,17.807995946961153,13.63225541414537,39.654347849841706,466.7267112141918,62.53619548028353,0.755273889796796,587.8870535849909,260.41663006287985,1097.348739425956
US-MI-583,132.7491484104182,104.0783449764779,61.460840080081375,66.33689029941429,2563.5172721953654,1057.6822264123884,51.205347846256394,50.384645564200895,2.9521081694854674,5.638769753019816,6.674836830440636,334.703925708477,5.435692136892429,0.0,479.4399084518823,373.71526639764966,1615.843547512743
US-VA-584,90.17264355450502,42.275603944981754,0.3836052765332863,22.262569196575043,3562.8808484489255,786.6663492444699,47.48156017777907,26.815957402231533,31.769248083997066,36.494881427774764,60.55859161496627,346.1271808537774,69.49475307367851,0.0,664.6331910445858,366.59593756192425,1256.5650899572279
US-MI-588,89.81643533473999,30.727468069378467,0.12645479624788206,28.487119916485504,3075.7236078579513,1103.165029831101,29.768689651588904,19.334334502433,36.678217630748556,44.27742876844892,61.95863146884179,424.91654987159916,61.412512610115606,0.1978940262755301,608.5133695264694,421.58430945441415,1376.9140499393134
US-FL-592,82.8820160735064,33.04592624416979,0.13166351686116687,27.71869986077016,3301.4707297538907,876.8232328325835,61.41584251044249,36.25602152735577,36.85334631774788,42.82306481944055,70.7282557208381,406.9830784479377,84.17869646347671,0.5997654607979066,745.581463118013,320.55129430607064,1250.4642020672754
US-OH-596,107.25311228247342,27.24902943463258,3.655869076582678,9.069308836504826,2927.166817332251,1250.7691649831124,9.086838824104369,2.1489538580898038,9.362249041773765,18.781281247397583,9.375791666864131,253.85833947002473,78.74166602096774,0.1262793129395235,532.1384268946261,398.08459379351183,1637.9144064207658
US-WV-597,116.59308599611943,45.50918667152509,4.20988713625072,30.1146003433348,3405.82380595589,1466.761406741337,56.90783025815377,19.478146778352514,46.02926690945556,42.939874202114865,48.43093253488542,231.8168750654662,104.51822627761024,0.5977680180533633,598.2085388047169,505.62539974871885,1673.0480432397621
US-WV-598,112.81424815754004,38.16323705622178,0.17668742654590938,43.933786812517525,3543.6437350887472,1527.9622277835576,51.17412302042551,7.590860321574533,48.280537068089515,38.08546649735026,51.84777876245621,229.77478038070643,93.50274172063371,4.353878112167789,772.1075250256986,577.2974186478812,1948.983585128239
US-TX-600,101.421618932319,25.714636865586506,0.017135451102386578,17.75954394415833,2970.9542385594978,1309.7961584033744,26.519616679197625,22.949905637436768,22.856103894287912,76.8349408627853,85.77010899717176,208.90675954664468,50.45639505458745,1.2688480892423737,565.2155195251626,442.8107926905109,1699.7773635546107
US-IN-602,96.57718390039626,35.553481437135396,1.1270643870283987,27.49851643521523,3011.5837272485455,705.0349162429283,39.2126433894368,30.152202886747045,42.893261974040065,39.728764535044554,66.65084298969481,334.11780013441614,60.65845871528037,0.9432190190781451,556.2854836473214,384.1299424841813,911.4966301836297
US-MO-603,121.81961603237988,31.177677473840856,1.1600265426547163,35.012572224860826,3262.465542013154,1429.1253585297861,29.978116118869757,12.972851701883116,23.236695244064478,52.631345936836944,81.56055096544684,387.09592647965303,74.17483769774724,0.8373949127739237,602.0719496436299,498.0128885690011,2004.0873889807522
US-MO-604,94.47045320437331,34.47946270497498,0.8933187174226257,30.538320238617874,3671.892656218591,1172.4673259657707,50.106423950114205,33.31779484594819,41.16688482467547,61.906315851534735,76.4924098861648,675.5407289390979,80.6768609139112,0.002233900066766099,722.2125163274094,493.2616183502099,1749.6201753439393
US-KS-605,96.74773540277057,30.861006267343928,0.24292801786629062,27.092015198368024,3423.3318291830865,1185.4521302605235,32.098098133677155,26.729225959197368,32.56506239025234,71.15618816196218,80.03640636442707,678.9781619030085,62.858060240532915,0.19185800324112734,596.4396335882044,463.3005567863709,1776.8266902846567
US-GA-606,105.47922719497659,23.547492888937743,0.11494799925751296,27.115506171621995,3255.322559068673,1457.6270040848071,24.539148245086373,15.829008389512431,21.341454620036934,40.465498436578095,61.042978402451475,153.31301410093988,52.70923049596423,7.248121501551124,545.7052862972375,431.94597379425903,2067.6042953975398
US-MO-609,95.64466609473483,37.320002089688764,0.7628463960547724,37.032375952099365,3300.584377967877,1093.0173757506789,39.792508605218295,32.97906980017815,47.37335901358683,58.49327323189577,74.64893077782233,402.8901448713156,75.76662321803907,0.7812473867729508,633.9341943853523,478.0260611002951,1457.5736657920877
US-IL-610,99.12148593792526,30.535684608476032,2.5776659974120633,31.72239700174421,3101.1947710472427,880.2525448958548,31.462893534903735,14.779287298388702,40.8173878400459,44.24170551004473,59.33805547783564,482.78074370363873,62.830962688024165,0.9206566806584392,596.3680608439032,416.54466912454365,1293.1274727848036
US-MN-611,93.98510064473379,42.54261862025286,0.415835812194559,30.788613989389834,3758.6073420241655,779.4530162491983,57.32433468368754,49.21757462429288,38.123028838419664,49.240298730900165,75.11781953236378,1002.521022937595,72.85684626220767,0.41629701789123064,675.0182819035249,528.8236922070085,1436.353449586358
