id,name
/m/0cycc,Influenza
/g/11hy9m64ws,Respiratory syncytial virus
/g/11j30ybfx6,Respiratory syncytial virus vaccine
/m/0b7k33,Bronchiolitis obliterans
/g/11q4gh4b8f,Nirsevimab
